Transaction ID,Sender Account ID,Receiver Account ID,Transaction Amount,Transaction Type,Timestamp,Transaction Status,Fraud Flag,Geolocation (Latitude/Longitude),Device Used,Latency (ms),Slice Bandwidth (Mbps)
TXN2348724644,ACC97883,ACC71524,319.5,Withdrawal,17/01/2025 10:37,Success,True,51.5074 N, 37.6173 W,Mobile,14,217
TXN7250272568,ACC49715,ACC10486,59.57,Withdrawal,17/01/2025 10:31,Failed,False,35.6895 N, 37.6173 W,Mobile,11,78
TXN7758936451,ACC39682,ACC62283,1091.53,Deposit,17/01/2025 10:55,Success,True,48.8566 N, -118.2437 W,Mobile,11,196
TXN4930471112,ACC28678,ACC21230,1485.37,Withdrawal,17/01/2025 10:02,Failed,False,55.7558 N, 2.3522 W,Mobile,13,149
TXN6661892244,ACC43334,ACC31560,179.93,Deposit,17/01/2025 10:18,Success,True,40.7128 N, 37.6173 W,Mobile,6,192
TXN9210129507,ACC98981,ACC73310,558.64,Deposit,17/01/2025 10:30,Failed,False,48.8566 N, -74.006 W,Desktop,4,204
TXN2679491739,ACC69673,ACC60940,919.35,Deposit,17/01/2025 10:52,Failed,False,48.8566 N, 37.6173 W,Mobile,17,210
TXN6073923771,ACC31273,ACC75160,1285.8,Withdrawal,17/01/2025 10:17,Failed,True,34.0522 N, 2.3522 W,Desktop,7,87
TXN9550044170,ACC45335,ACC10363,1098.28,Deposit,17/01/2025 10:39,Success,True,35.6895 N, 139.6917 W,Desktop,12,199
TXN2106828046,ACC68992,ACC32882,236.29,Transfer,17/01/2025 10:43,Success,False,51.5074 N, -118.2437 W,Desktop,20,169
TXN9649254386,ACC13948,ACC71806,378.9,Transfer,17/01/2025 10:36,Success,False,48.8566 N, 0.1278 W,Mobile,10,104
TXN7395336359,ACC79886,ACC14903,1340.76,Transfer,17/01/2025 10:49,Success,False,35.6895 N, -118.2437 W,Mobile,19,224
TXN2215717837,ACC95972,ACC50750,483.36,Withdrawal,17/01/2025 11:00,Failed,True,55.7558 N, 37.6173 W,Mobile,12,56
TXN1676848215,ACC95938,ACC18507,199.81,Withdrawal,17/01/2025 10:54,Success,False,34.0522 N, 139.6917 W,Desktop,14,151
TXN2479413280,ACC76523,ACC95234,1341.86,Transfer,17/01/2025 10:59,Success,True,51.5074 N, 139.6917 W,Mobile,8,95
TXN3992032184,ACC16789,ACC21980,495.36,Transfer,17/01/2025 10:02,Failed,False,55.7558 N, -74.006 W,Mobile,5,155
